11.2006,5.07692,11.2006,4.15385
11.2101,6,11.2006,5.07692
11.2101,9.69231,11.2006,8.76923
0.808944,10.6154,0.799408,11.5385
0.808944,9.69231,0.799408,10.6154
0.808944,7.84615,0.799408,8.76923
0.808944,6.92308,0.799408,7.84615
0.808944,3.23077,0.799408,4.15385
0.808945,2.30769,0.799408,3.23077
2.49399,4.875,2.48446,4
2.49399,5.75,2.48446,4.875
7.52508,7.5,7.51554,8.375
7.52508,4.875,7.51554,5.75
1.60835,8.30769,1.59882,9.23077
6.76731,6.1875,6.75777,7.0625
6.76731,7.0625,6.75777,7.9375
6.76731,5.3125,6.75777,6.1875
6.76731,4.4375,6.75777,5.3125
6.76731,3.5625,6.75777,4.4375
11.2101,1.38462,11.2006,0.461538
11.2101,2.30769,11.2006,1.38462
11.2101,3.23077,11.2006,2.30769
11.2101,4.15385,11.2006,3.23077
11.2101,5.07692,11.2006,4.15385
11.2101,6,11.2006,5.07692
11.2101,9.69231,11.2006,8.76923
0.808944,10.6154,0.799408,11.5385
0.808944,9.69231,0.799408,10.6154
0.808944,7.84615,0.799408,8.76923
0.808944,6.92308,0.799408,7.84615
0.808944,3.23077,0.799408,4.15385
0.808945,2.30769,0.799408,3.23077
2.49399,4.875,2.48446,4
2.49399,5.75,2.48446,4.875
7.52508,7.5,7.51554,8.375
7.52508,4.875,7.51554,5.75
1.60835,8.30769,1.59882,9.23077
6.76731,6.1875,6.75777,7.0625
6.76731,7.0625,6.75777,7.9375
6.76731,5.3125,6.75777,6.1875
6.76731,4.4375,6.75777,5.3125
6.76731,3.5625,6.75777,4.4375
11.2101,1.38462,11.2006,0.461538
11.2101,2.30769,11.2006,1.38462
11.2101,3.23077,11.2006,2.30769
11.2101,4.15385,11.2006,3.23077
11.2101,5.07692,11.2006,4.15385
11.2101,6,11.2006,5.07692
11.2101,9.69231,11.2006,8.76923
0.808944,10.6154,0.799408,11.5385
0.808944,9.69231,0.799408,10.6154
0.808944,7.84615,0.799408,8.76923
0.808944,6.92308,0.799408,7.84615
0.808944,3.23077,0.799408,4.15385
0.808945,2.30769,0.799408,3.23077
2.49399,4.875,2.48446,4
2.49399,5.75,2.48446,4.875
7.52508,7.5,7.51554,8.375
7.52508,4.875,7.51554,5.75
1.60835,8.30769,1.59882,9.23077
6.76731,6.1875,6.75777,7.0625
6.76731,7.0625,6.75777,7.9375
6.76731,5.3125,6.75777,6.1875
6.76731,4.4375,6.75777,5.3125
6.76731,3.5625,6.75777,4.4375
11.2101,1.38462,11.2006,0.461538
11.2101,2.30769,11.2006,1.38462
11.2101,3.23077,11.2006,2.30769
11.2101,4.15385,11.2006,3.23077
11.2101,5.07692,11.2006,4.15385
11.2101,6,11.2006,5.07692
11.2101,9.69231,11.2006,8.76923
0.808944,10.6154,0.799408,11.5385
0.808944,9.69231,0.799408,10.6154
0.808944,7.84615,0.799408,8.76923
0.808944,6.92308,0.799408,7.84615
0.808944,3.23077,0.799408,4.15385
0.808945,2.30769,0.799408,3.23077
2.49399,4.875,2.48446,4
2.49399,5.75,2.48446,4.875
7.52508,7.5,7.51554,8.375
7.52508,4.875,7.51554,5.75
1.60835,8.30769,1.59882,9.23077
6.76731,6.1875,6.75777,7.0625
6.76731,7.0625,6.75777,7.9375
6.76731,5.3125,6.75777,6.1875
6.76731,4.4375,6.75777,5.3125
6.76731,3.5625,6.75777,4.4375
11.2101,1.38462,11.2006,0.461538
11.2101,2.30769,11.2006,1.38462
11.2101,3.23077,11.2006,2.30769
11.2101,4.15385,11.2006,3.23077
11.2101,5.07692,11.2006,4.15385
11.2101,6,11.2006,5.07692
11.2101,9.69231,11.2006,8.76923
0.808944,10.6154,0.799408,11.5385
0.808944,9.69231,0.799408,10.6154
0.808944,7.84615,0.799408,8.76923
0.808944,6.92308,0.799408,7.84615
0.808944,3.23077,0.799408,4.15385
0.808945,2.30769,0.799408,3.23077
2.49399,4.875,2.48446,4
2.49399,5.75,2.48446,4.875
7.52508,7.5,7.51554,8.375
7.52508,4.875,7.51554,5.75
1.60835,8.30769,1.59882,9.23077
6.76731,6.1875,6.75777,7.0625
6.76731,7.0625,6.75777,7.9375
6.76731,5.3125,6.75777,6.1875
6.76731,4.4375,6.75777,5.3125
6.76731,3.5625,6.75777,4.4375
11.2101,1.38462,11.2006,0.461538
11.2101,2.30769,11.2006,1.38462
11.2101,3.23077,11.2006,2.30769
11.2101,4.15385,11.2006,3.23077
11.2101,5.07692,11.2006,4.15385
11.2101,6,11.2006,5.07692
11.2101,9.69231,11.2006,8.76923
0.808944,10.6154,0.799408,11.5385
0.808944,9.69231,0.799408,10.6154
0.808944,7.84615,0.799408,8.76923
0.808944,6.92308,0.799408,7.84615
0.808944,3.23077,0.799408,4.15385
0.808945,2.30769,0.799408,3.23077
2.49399,4.875,2.48446,4
2.49399,5.75,2.48446,4.875
7.52508,7.5,7.51554,8.375
7.52508,4.875,7.51554,5.75
1.60835,8.30769,1.59882,9.23077
6.76731,6.1875,6.75777,7.0625
6.76731,7.0625,6.75777,7.9375
6.76731,5.3125,6.75777,6.1875
6.76731,4.4375,6.75777,5.3125
6.76731,3.5625,6.75777,4.4375
11.2101,1.38462,11.2006,0.461538
11.2101,2.30769,11.2006,1.38462
11.2101,3.23077,11.2006,2.30769
11.2101,4.15385,11.2006,3.23077
11.2101,5.07692,11.2006,4.15385
11.2101,6,11.2006,5.07692
11.2101,9.69231,11.2006,8.76923
0.808944,10.6154,0.799408,11.5385
0.808944,9.69231,0.799408,10.6154
0.808944,7.84615,0.799408,8.76923
0.808944,6.92308,0.799408,7.84615
0.808944,3.23077,0.799408,4.15385
0.808945,2.30769,0.799408,3.23077
2.49399,4.875,2.48446,4
2.49399,5.75,2.48446,4.875
7.52508,7.5,7.51554,8.375
7.52508,4.875,7.51554,5.75
1.60835,8.30769,1.59882,9.23077
6.76731,6.1875,6.75777,7.0625
6.76731,7.0625,6.75777,7.9375
6.76731,5.3125,6.75777,6.1875
6.76731,4.4375,6.75777,5.3125
6.76731,3.5625,6.75777,4.4375
11.2101,1.38462,11.2006,0.461538
11.2101,2.30769,11.2006,1.38462
11.2101,3.23077,11.2006,2.30769
11.2101,4.15385,11.2006,3.23077
11.2101,5.07692,11.2006,4.15385
11.2101,6,11.2006,5.07692
11.2101,9.69231,11.2006,8.76923
0.808944,10.6154,0.799408,11.5385
0.808944,9.69231,0.799408,10.6154
0.808944,7.84615,0.799408,8.76923
0.808944,6.92308,0.799408,7.84615
0.808944,3.23077,0.799408,4.15385
0.808945,2.30769,0.799408,3.23077
2.49399,4.875,2.48446,4
2.49399,5.75,2.48446,4.875
7.52508,7.5,7.51554,8.375
7.52508,4.875,7.51554,5.75
1.60835,8.30769,1.59882,9.23077
6.76731,6.1875,6.75777,7.0625
6.76731,7.0625,6.75777,7.9375
6.76731,5.3125,6.75777,6.1875
6.76731,4.4375,6.75777,5.3125
6.76731,3.5625,6.75777,4.4375
11.2101,1.38462,11.2006,0.461538
11.2101,2.30769,11.2006,1.38462
11.2101,3.23077,11.2006,2.30769
11.2101,4.15385,11.2006,3.23077
11.2101,5.07692,11.2006,4.15385
11.2101,6,11.2006,5.07692
11.2101,9.69231,11.2006,8.76923
0.808944,10.6154,0.799408,11.5385
0.808944,9.69231,0.799408,10.6154
0.808944,7.84615,0.799408,8.76923
0.808944,6.92308,0.799408,7.84615
0.808944,3.23077,0.799408,4.15385
0.808945,2.30769,0.799408,3.23077
2.49399,4.875,2.48446,4
2.49399,5.75,2.48446,4.875
7.52508,7.5,7.51554,8.375
7.52508,4.875,7.51554,5.75
1.60835,8.30769,1.59882,9.23077
6.76731,6.1875,6.75777,7.0625
6.76731,7.0625,6.75777,7.9375
6.76731,5.3125,6.75777,6.1875
6.76731,4.4375,6.75777,5.3125
6.76731,3.5625,6.75777,4.4375
11.2101,1.38462,11.2006,0.461538
11.2101,2.30769,11.2006,1.38462
11.2101,3.23077,11.2006,2.30769
11.2101,4.15385,11.2006,3.23077
11.2101,5.07692,11.2006,4.15385
11.2101,6,11.2006,5.07692
11.2101,9.69231,11.2006,8.76923
0.808944,10.6154,0.799408,11.5385
0.808944,9.69231,0.799408,10.6154
0.808944,7.84615,0.799408,8.76923
0.808944,6.92308,0.799408,7.84615
0.808944,3.23077,0.799408,4.15385
0.808945,2.30769,0.799408,3.23077
2.49399,4.875,2.48446,4
2.49399,5.75,2.48446,4.875
7.52508,7.5,7.51554,8.375
7.52508,4.875,7.51554,5.75
1.60835,8.30769,1.59882,9.23077
6.76731,6.1875,6.75777,7.0625
6.76731,7.0625,6.75777,7.9375
6.76731,5.3125,6.75777,6.1875
6.76731,4.4375,6.75777,5.3125
6.76731,3.5625,6.75777,4.4375
11.2101,1.38462,11.2006,0.461538
11.2101,2.30769,11.2006,1.38462
11.2101,3.23077,11.2006,2.30769
11.2101,4.15385,11.2006,3.23077
11.2101,5.07692,11.2006,4.15385
11.2101,6,11.2006,5.07692
11.2101,9.69231,11.2006,8.76923
0.808944,10.6154,0.799408,11.5385
0.808944,9.69231,0.799408,10.6154
0.808944,7.84615,0.799408,8.76923
0.808944,6.92308,0.799408,7.84615
0.808944,3.23077,0.799408,4.15385
0.808945,2.30769,0.799408,3.23077
2.49399,4.875,2.48446,4
2.49399,5.75,2.48446,4.875
7.52508,7.5,7.51554,8.375
7.52508,4.875,7.51554,5.75
1.60835,8.30769,1.59882,9.23077
6.76731,6.1875,6.75777,7.0625
6.76731,7.0625,6.75777,7.9375
6.76731,5.3125,6.75777,6.1875
6.76731,4.4375,6.75777,5.3125
6.76731,3.5625,6.75777,4.4375
11.2101,1.38462,11.2006,0.461538
11.2101,2.30769,11.2006,1.38462
11.2101,3.23077,11.2006,2.30769
11.2101,4.15385,11.2006,3.23077
